x1,x2,x3,x4,x5,x6,y1,y2,y3,y4,y5,y6
0,2,4,17,5,22,1,3,2,14,3,5
1,14,2,8,3,18,0,4,4,22,5,40
0,18,1,1,5,29,2,9,3,19,4,10
0,4,2,22,3,17,1,13,4,35,5,52
0,3,1,10,5,25,2,2,3,13,4,12
2,2,4,13,5,36,0,12,1,11,3,23
0,10,1,3,5,27,2,11,3,13,4,14
0,14,2,5,4,17,1,12,3,26,5,43
0,3,4,12,5,26,1,11,2,1,3,14
0,6,1,18,2,19,3,24,4,37,5,61
0,17,1,2,4,18,2,16,3,19,5,37
1,12,2,6,3,26,0,14,4,18,5,44
0,23,1,12,2,4,3,35,4,16,5,51
1,1,2,17,3,20,0,19,4,18,5,38
1,4,3,16,4,22,0,12,2,18,5,38
2,4,4,12,5,25,0,5,1,8,3,13
0,8,2,4,4,24,1,20,3,28,5,52
0,4,2,15,4,29,1,14,3,18,5,47
0,13,2,15,3,19,1,6,4,21,5,40
0,16,1,20,2,7,3,36,4,27,5,63
1,7,3,9,4,30,0,2,2,23,5,39
2,6,3,27,4,10,0,23,1,4,5,37
0,8,3,12,4,23,1,4,2,19,5,35
1,11,2,5,3,26,0,15,4,16,5,42
1,5,3,10,4,25,0,5,2,20,5,35
1,12,2,10,3,22,0,10,4,22,5,44
0,3,3,23,4,23,1,20,2,3,5,46
0,11,1,24,2,4,3,35,4,28,5,63
2,7,4,11,5,19,0,4,1,4,3,8
1,6,2,7,3,29,0,23,4,13,5,42
0,7,1,21,2,13,3,28,4,34,5,62
0,9,2,11,4,28,1,17,3,26,5,54
0,12,1,10,2,17,3,22,4,27,5,49
0,6,1,19,4,22,2,3,3,25,5,47
0,4,1,6,5,26,2,10,3,10,4,16
0,3,1,9,5,26,2,5,3,12,4,14
0,7,2,23,3,13,1,6,4,29,5,42
0,11,2,5,3,27,1,16,4,21,5,48
0,11,1,6,5,29,2,6,3,17,4,12
0,4,4,11,5,18,1,3,2,8,3,7
1,5,2,14,5,31,0,7,3,12,4,19
1,1,4,8,5,27,0,18,2,7,3,19
0,8,1,12,4,17,2,5,3,20,5,37
0,2,2,21,3,18,1,16,4,37,5,55
0,7,3,10,5,31,1,3,2,18,4,21
1,2,3,8,5,25,0,6,2,15,4,17
1,6,2,4,5,24,0,8,3,14,4,10
0,5,2,8,3,24,1,19,4,27,5,51
0,22,1,7,4,10,2,3,3,29,5,39
1,4,2,4,3,28,0,24,4,8,5,36
0,12,1,9,4,18,2,9,3,21,5,39
0,6,2,9,3,26,1,20,4,29,5,55
1,14,2,5,3,23,0,9,4,19,5,42
0,6,1,7,5,27,2,7,3,13,4,14
0,13,1,1,4,25,2,24,3,14,5,39
2,9,3,10,4,18,0,1,1,9,5,28
0,3,4,15,5,25,1,7,2,8,3,10
1,1,4,19,5,22,0,2,2,18,3,3
1,18,2,1,3,23,0,5,4,19,5,42
0,17,1,16,2,10,3,33,4,26,5,59
0,3,3,14,4,30,1,11,2,19,5,44
1,1,3,19,5,31,0,18,2,11,4,12
0,20,1,10,2,9,3,30,4,19,5,49
1,11,3,12,4,21,0,1,2,10,5,33
0,16,1,1,5,31,2,13,3,17,4,14
0,5,1,5,5,36,2,21,3,10,4,26
0,11,2,13,4,20,1,7,3,18,5,38
0,18,1,15,2,8,3,33,4,23,5,56
1,10,3,22,4,14,0,12,2,4,5,36
1,15,2,2,3,31,0,16,4,17,5,48
2,9,3,14,4,22,0,1,1,13,5,36
0,7,3,9,5,28,1,2,2,17,4,19
1,16,2,6,3,22,0,6,4,22,5,44
0,12,3,14,4,21,1,2,2,19,5,35
0,16,1,9,4,22,2,13,3,25,5,47
0,13,1,5,5,28,2,5,3,18,4,10
0,1,2,21,4,22,1,1,3,2,5,24
0,18,1,19,2,4,3,37,4,23,5,60
1,3,4,8,5,25,0,14,2,5,3,17
0,12,1,7,4,28,2,21,3,19,5,47
1,1,4,16,5,19,0,2,2,15,3,3
0,4,1,20,2,19,3,24,4,39,5,63
0,7,1,12,2,20,3,19,4,32,5,51
0,13,2,5,3,21,1,8,4,13,5,34
0,5,1,18,4,22,2,4,3,23,5,45
2,6,3,26,4,9,0,23,1,3,5,35
1,6,3,7,5,26,0,1,2,13,4,19
0,15,1,6,2,22,3,21,4,28,5,49
0,18,2,12,4,14,1,2,3,20,5,34
0,5,2,5,3,29,1,24,4,29,5,58
0,13,1,10,4,22,2,12,3,23,5,45
0,6,1,10,5,28,2,2,3,16,4,12
2,11,3,18,4,20,0,9,1,9,5,38
0,11,2,12,4,21,1,9,3,20,5,41
0,22,1,17,2,6,3,39,4,23,5,62
0,7,1,4,5,27,2,12,3,11,4,16
2,4,4,15,5,28,0,2,1,11,3,13
1,12,3,14,4,20,0,2,2,8,5,34
0,6,2,14,3,27,1,21,4,35,5,62
2,3,3,20,4,22,0,1,1,19,5,42
1,3,2,21,3,18,0,15,4,24,5,42
2,9,3,8,4,16,0,1,1,7,5,24
0,6,2,14,4,28,1,14,3,20,5,48
0,24,2,11,4,13,1,2,3,26,5,39
1,10,2,10,3,20,0,10,4,20,5,40
0,2,2,12,4,30,1,18,3,20,5,50
2,2,3,25,4,20,0,7,1,18,5,45
0,6,1,19,4,23,2,4,3,25,5,48
0,11,2,7,4,31,1,24,3,35,5,66
0,2,2,18,3,26,1,24,4,42,5,68
2,8,3,27,4,13,0,22,1,5,5,40
2,2,4,10,5,24,0,6,1,8,3,14
1,4,2,20,3,19,0,15,4,24,5,43
1,1,4,14,5,36,0,21,2,13,3,22
0,24,1,9,4,15,2,6,3,33,5,48
2,13,3,15,4,20,0,8,1,7,5,35
0,19,1,12,2,9,3,31,4,21,5,52
0,6,2,23,3,19,1,13,4,36,5,55
0,1,2,20,3,23,1,22,4,42,5,65
0,5,2,8,4,24,1,16,3,21,5,45
1,9,2,17,3,19,0,10,4,26,5,45
0,9,2,22,3,13,1,4,4,26,5,39
0,16,3,19,4,15,1,3,2,12,5,34
0,8,2,7,4,26,1,19,3,27,5,53
0,10,2,7,3,31,1,21,4,28,5,59
1,15,2,5,3,21,0,6,4,20,5,41
2,6,4,12,5,26,0,8,1,6,3,14
0,19,1,8,4,11,2,3,3,27,5,38
1,5,2,14,3,24,0,19,4,19,5,43
1,2,3,10,5,26,0,8,2,14,4,16
0,18,1,20,2,6,3,38,4,26,5,64
0,2,1,4,5,33,2,23,3,6,4,27
0,20,1,16,2,4,3,36,4,20,5,56
1,12,2,9,3,16,0,4,4,21,5,37
0,14,2,15,4,20,1,5,3,19,5,39
0,7,1,12,4,19,2,7,3,19,5,38
1,2,3,9,5,27,0,7,2,16,4,18
0,1,1,10,5,26,2,5,3,11,4,15
0,5,1,7,5,37,2,18,3,12,4,25
1,14,2,14,3,19,0,5,4,28,5,47
0,21,1,10,4,15,2,5,3,31,5,46
2,7,4,14,5,25,0,4,1,7,3,11
0,20,2,3,3,21,1,1,4,4,5,25
1,5,3,18,4,18,0,13,2,13,5,36
2,10,3,12,4,16,0,6,1,6,5,28
2,2,3,32,4,12,0,22,1,10,5,44
0,8,1,24,2,8,3,32,4,32,5,64
1,6,3,8,5,28,0,2,2,14,4,20
0,7,1,10,4,29,2,19,3,17,5,46
0,10,1,8,5,29,2,3,3,18,4,11
0,8,1,5,4,27,2,22,3,13,5,40
0,4,1,23,2,19,3,27,4,42,5,69
0,7,2,10,4,24,1,14,3,21,5,45
0,14,1,12,2,18,3,26,4,30,5,56
1,4,3,19,4,18,0,15,2,14,5,37
0,11,2,14,4,16,1,2,3,13,5,29
2,4,3,20,4,10,0,14,1,6,5,30
0,6,2,8,3,24,1,18,4,26,5,50
2,2,4,9,5,27,0,11,1,7,3,18
0,20,2,14,4,15,1,1,3,21,5,36
0,23,1,6,2,15,3,29,4,21,5,50
0,22,1,10,2,8,3,32,4,18,5,50
1,3,3,6,5,33,0,3,2,24,4,27
0,9,2,7,4,25,1,18,3,27,5,52
0,14,1,21,2,11,3,35,4,32,5,67
0,10,2,9,4,18,1,9,3,19,5,37
0,16,1,17,2,9,3,33,4,26,5,59
1,9,2,4,5,24,0,2,3,11,4,13
0,8,2,5,3,31,1,23,4,28,5,59
0,1,1,24,2,19,3,25,4,43,5,68
1,8,4,12,5,31,0,11,2,4,3,19
1,14,3,15,4,20,0,1,2,6,5,35
1,6,3,18,4,23,0,12,2,17,5,41
0,16,1,23,2,7,3,39,4,30,5,69
2,5,3,13,5,19,0,12,1,1,4,6
0,18,1,4,2,22,3,22,4,26,5,48
0,18,4,3,5,23,1,2,2,1,3,20
0,2,3,12,5,31,1,10,2,9,4,19
0,8,4,8,5,18,1,2,2,6,3,10
1,5,2,13,5,29,0,6,3,11,4,18
0,19,2,4,4,22,1,18,3,37,5,59
1,8,4,14,5,29,0,7,2,6,3,15
0,4,1,15,4,29,2,14,3,19,5,48
0,19,3,20,4,5,1,1,2,4,5,25
0,18,1,7,2,17,3,25,4,24,5,49
1,5,3,12,4,28,0,7,2,23,5,40
1,11,3,14,4,16,0,3,2,5,5,30
0,3,2,13,4,29,1,16,3,19,5,48
1,4,3,21,4,20,0,17,2,16,5,41
0,24,1,8,4,14,2,6,3,32,5,46
0,21,1,3,2,22,3,24,4,25,5,49
0,11,2,10,4,28,1,18,3,29,5,57
0,8,2,14,3,20,1,12,4,26,5,46
1,1,2,20,3,22,0,21,4,21,5,43
1,5,2,2,5,34,0,22,3,27,4,7
0,14,1,8,2,22,3,22,4,30,5,52
0,4,4,14,5,24,1,6,2,8,3,10
0,1,2,22,3,21,1,20,4,42,5,63
1,5,3,17,4,17,0,12,2,12,5,34
1,19,2,2,3,26,0,7,4,21,5,47
0,10,2,11,3,27,1,17,4,28,5,55
1,6,2,3,5,38,0,23,3,29,4,9
2,4,3,25,4,15,0,14,1,11,5,40
2,5,3,31,4,12,0,24,1,7,5,43
2,3,4,12,5,39,0,18,1,9,3,27
0,10,4,12,5,28,1,6,2,6,3,16
2,4,4,9,5,29,0,15,1,5,3,20
0,12,1,23,2,11,3,35,4,34,5,69
2,5,3,27,4,8,0,24,1,3,5,35
0,1,1,23,2,22,3,24,4,45,5,69
0,14,2,3,4,24,1,21,3,35,5,59
1,7,2,15,3,27,0,20,4,22,5,49
2,7,3,13,5,29,0,4,1,9,4,16
0,2,4,18,5,22,1,2,2,16,3,4
0,11,3,14,5,22,1,3,2,5,4,8
0,15,1,5,5,29,2,4,3,20,4,9
2,2,3,15,5,26,0,6,1,9,4,11
1,6,2,8,5,31,0,11,3,17,4,14
0,9,1,8,4,29,2,21,3,17,5,46
0,10,2,8,4,19,1,11,3,21,5,40
0,21,2,2,4,18,1,16,3,37,5,55
1,1,3,15,5,26,0,14,2,10,4,11
0,10,1,7,5,30,2,6,3,17,4,13
0,1,1,9,5,39,2,20,3,10,4,29
0,3,1,19,2,20,3,22,4,39,5,61
0,11,2,2,3,35,1,24,4,26,5,61
1,14,2,18,3,15,0,1,4,32,5,47
0,1,1,14,4,31,2,17,3,15,5,46
0,17,1,19,2,11,3,36,4,30,5,66
0,9,2,6,4,27,1,21,3,30,5,57
2,17,3,11,4,21,0,7,1,4,5,32
1,11,3,15,4,18,0,4,2,7,5,33
1,2,3,23,4,17,0,21,2,15,5,40
0,6,2,9,3,24,1,18,4,27,5,51
1,6,2,4,5,26,0,10,3,16,4,10
1,8,3,16,4,20,0,8,2,12,5,36
1,7,3,9,5,25,0,2,2,9,4,16
0,13,1,11,4,17,2,6,3,24,5,41
1,4,2,2,5,34,0,24,3,28,4,6
1,8,2,17,3,19,0,11,4,25,5,44
0,12,2,5,4,29,1,24,3,36,5,65
0,14,1,11,2,22,3,25,4,33,5,58
1,11,2,23,3,14,0,3,4,34,5,48
0,21,1,17,2,5,3,38,4,22,5,60
0,2,1,22,4,23,2,1,3,24,5,47
0,4,4,15,5,24,1,5,2,10,3,9
2,8,3,19,4,22,0,5,1,14,5,41
0,2,3,16,4,19,1,14,2,5,5,35
1,6,3,11,5,24,0,5,2,7,4,13
1,7,2,13,3,20,0,13,4,20,5,40
2,13,3,10,4,16,0,7,1,3,5,26
1,7,2,8,5,25,0,3,3,10,4,15
0,8,2,5,4,25,1,20,3,28,5,53
1,14,2,1,5,31,0,2,3,16,4,15
1,2,2,9,5,27,0,14,3,16,4,11
0,20,3,22,4,7,1,2,2,5,5,29
0,10,2,17,3,12,1,2,4,19,5,31
1,3,2,15,5,24,0,3,3,6,4,18
0,15,4,2,5,18,1,1,2,1,3,16
2,2,3,22,4,19,0,5,1,17,5,41
2,14,3,10,4,19,0,5,1,5,5,29
0,12,3,21,4,14,1,9,2,5,5,35
0,2,2,15,4,25,1,10,3,12,5,37
2,1,4,6,5,34,0,23,1,5,3,28
0,17,1,15,2,15,3,32,4,30,5,62
0,2,4,20,5,31,1,9,2,11,3,11
1,6,3,19,4,17,0,13,2,11,5,36
2,2,4,13,5,38,0,14,1,11,3,25
0,4,2,18,3,27,1,23,4,41,5,68
1,4,2,12,5,28,0,8,3,12,4,16
0,12,1,1,5,37,2,23,3,13,4,24
0,8,2,21,3,14,1,6,4,27,5,41
2,5,3,27,4,9,0,23,1,4,5,36
0,12,1,3,4,26,2,23,3,15,5,41
0,24,1,1,4,16,2,15,3,25,5,41
1,4,3,22,4,22,0,18,2,18,5,44
1,6,3,16,5,23,0,10,2,1,4,7
0,16,1,4,2,21,3,20,4,25,5,45
2,2,3,25,4,22,0,5,1,20,5,47
0,15,3,16,4,14,1,1,2,13,5,30
0,9,2,10,4,31,1,21,3,30,5,61
2,7,4,15,5,25,0,2,1,8,3,10
1,12,2,16,3,14,0,2,4,28,5,42
0,19,1,5,4,17,2,12,3,24,5,41
1,5,4,11,5,28,0,12,2,6,3,17
1,9,2,2,5,33,0,13,3,22,4,11
0,6,1,8,4,25,2,17,3,14,5,39
2,5,3,24,4,14,0,15,1,9,5,38
0,24,2,4,4,10,1,6,3,30,5,40
1,12,3,14,4,22,0,2,2,10,5,36
2,3,3,15,5,26,0,7,1,8,4,11
1,21,2,6,3,23,0,2,4,27,5,50
0,4,3,8,4,25,1,4,2,21,5,33
2,20,3,7,4,22,0,5,1,2,5,29
1,10,3,21,4,15,0,11,2,5,5,36
0,24,2,3,4,23,1,20,3,44,5,67
1,1,2,16,3,25,0,24,4,17,5,42
0,5,1,18,2,22,3,23,4,40,5,63
1,5,3,29,4,14,0,24,2,9,5,43
0,24,1,6,4,9,2,3,3,30,5,39
0,23,1,1,2,23,3,24,4,24,5,48
1,15,2,15,3,18,0,3,4,30,5,48
0,8,1,16,4,23,2,7,3,24,5,47
1,3,3,18,5,28,0,15,2,7,4,10
0,9,3,13,4,17,1,4,2,13,5,30
1,13,2,14,3,23,0,10,4,27,5,50
0,24,1,3,4,22,2,19,3,27,5,49
0,9,1,2,5,37,2,24,3,11,4,26
0,2,2,23,3,22,1,20,4,43,5,65
0,19,1,7,2,17,3,26,4,24,5,50
1,15,2,12,3,19,0,4,4,27,5,46
1,13,2,22,3,15,0,2,4,35,5,50
0,12,4,7,5,24,1,5,2,2,3,17
2,6,3,29,4,14,0,21,1,8,5,43
0,7,2,21,3,13,1,6,4,27,5,40
0,10,1,17,4,22,2,5,3,27,5,49
0,2,1,23,2,22,3,25,4,45,5,70
2,5,4,15,5,31,0,6,1,10,3,16
0,4,1,17,4,28,2,11,3,21,5,49
0,13,2,13,3,19,1,6,4,19,5,38
0,11,3,15,4,17,1,4,2,13,5,32
0,24,1,11,2,8,3,35,4,19,5,54
0,22,1,17,2,4,3,39,4,21,5,60
0,13,3,15,5,22,1,2,2,5,4,7
2,3,3,32,4,12,0,23,1,9,5,44
0,8,2,13,3,22,1,14,4,27,5,49
1,6,2,8,5,30,0,10,3,16,4,14
0,9,1,5,4,27,2,22,3,14,5,41
0,5,2,21,3,19,1,14,4,35,5,54
0,9,1,15,4,17,2,2,3,24,5,41
1,4,3,16,4,16,0,12,2,12,5,32
1,4,2,1,5,33,0,24,3,28,4,5
0,20,1,10,2,15,3,30,4,25,5,55
2,5,3,26,4,8,0,23,1,3,5,34
0,4,1,8,4,27,2,19,3,12,5,39
2,9,3,20,4,14,0,15,1,5,5,34
2,16,3,10,4,21,0,5,1,5,5,31
2,7,3,12,5,29,0,2,1,10,4,17
1,4,3,9,4,25,0,5,2,21,5,34
0,23,1,14,2,4,3,37,4,18,5,55
2,10,3,23,4,20,0,13,1,10,5,43
1,4,3,10,4,26,0,6,2,22,5,36
2,5,3,14,5,29,0,4,1,10,4,15
0,4,1,16,2,21,3,20,4,37,5,57
0,6,2,18,3,21,1,15,4,33,5,54
0,6,3,22,4,21,1,16,2,5,5,43
1,11,3,18,4,21,0,7,2,10,5,39
0,3,1,23,2,17,3,26,4,40,5,66
2,9,3,21,4,15,0,15,1,6,5,36
1,9,4,13,5,30,0,8,2,4,3,17
1,5,4,9,5,30,0,16,2,4,3,21
1,11,2,2,5,39,0,15,3,26,4,13
2,3,3,17,5,28,0,9,1,8,4,11
2,10,4,15,5,28,0,8,1,5,3,13
0,2,3,17,4,28,1,15,2,13,5,45
1,1,4,20,5,25,0,4,2,19,3,5
0,15,2,10,3,22,1,7,4,17,5,39
2,2,3,32,4,13,0,21,1,11,5,45
0,7,4,14,5,30,1,9,2,5,3,16
2,1,3,15,5,24,0,7,1,8,4,9
0,3,2,17,3,21,1,18,4,35,5,56
0,13,1,20,2,8,3,33,4,28,5,61
0,23,1,19,2,6,3,42,4,25,5,67
0,4,2,22,3,22,1,18,4,40,5,62
1,6,4,12,5,27,0,9,2,6,3,15
0,9,1,20,2,13,3,29,4,33,5,62
2,16,3,7,4,19,0,4,1,3,5,26
0,9,3,12,5,16,1,3,2,1,4,4
0,11,2,20,3,15,1,4,4,24,5,39
0,2,3,7,5,34,1,5,2,22,4,27
1,3,3,15,5,26,0,12,2,8,4,11
0,1,3,14,4,27,1,13,2,14,5,41
0,10,2,13,3,23,1,13,4,26,5,49
2,12,3,14,4,22,0,4,1,10,5,36
0,23,1,9,4,10,2,1,3,32,5,42
0,8,1,19,2,17,3,27,4,36,5,63
0,11,2,18,4,22,1,4,3,15,5,37
0,9,4,12,5,25,1,4,2,8,3,13
1,6,2,12,3,27,0,21,4,18,5,45
0,2,4,23,5,29,1,4,2,19,3,6
0,24,1,6,4,10,2,4,3,30,5,40
1,5,2,19,3,27,0,22,4,24,5,51
1,5,4,15,5,27,0,7,2,10,3,12
0,11,2,16,4,20,1,4,3,15,5,35
0,4,2,13,3,25,1,21,4,34,5,59
0,13,2,17,3,14,1,1,4,18,5,32
0,8,2,4,4,27,1,23,3,31,5,58
1,6,2,22,3,17,0,11,4,28,5,45
1,11,2,6,3,28,0,17,4,17,5,45
2,18,3,7,5,28,0,4,1,3,4,21
0,16,1,16,2,14,3,32,4,30,5,62
0,9,3,16,4,21,1,7,2,14,5,37
0,9,4,14,5,31,1,8,2,6,3,17
1,7,2,2,5,34,0,18,3,25,4,9
0,3,1,18,4,19,2,1,3,21,5,40
0,14,2,9,4,16,1,7,3,21,5,37
1,6,4,10,5,29,0,13,2,4,3,19
0,21,1,22,2,3,3,43,4,25,5,68
1,4,2,13,5,28,0,7,3,11,4,17
2,6,4,10,5,30,0,16,1,4,3,20
0,15,3,17,4,8,1,2,2,6,5,25
1,5,2,7,5,33,0,16,3,21,4,12
0,16,1,2,2,24,3,18,4,26,5,44
1,4,4,14,5,27,0,9,2,10,3,13
1,3,3,18,5,31,0,15,2,10,4,13
0,17,1,2,5,28,2,7,3,19,4,9
0,3,1,10,4,27,2,17,3,13,5,40
2,3,3,13,5,27,0,2,1,11,4,14
1,14,2,11,3,22,0,8,4,25,5,47
0,1,1,19,2,24,3,20,4,43,5,63
0,6,2,14,4,31,1,17,3,23,5,54
0,17,1,24,2,1,3,41,4,25,5,66
0,2,2,22,3,20,1,18,4,40,5,60
1,5,2,4,5,38,0,24,3,29,4,9
0,6,2,8,3,30,1,24,4,32,5,62
1,8,3,26,4,15,0,18,2,7,5,41
0,20,2,11,4,20,1,9,3,29,5,49
0,22,1,19,2,7,3,41,4,26,5,67
1,5,3,27,4,21,0,22,2,16,5,48
0,12,2,5,3,25,1,13,4,18,5,43
1,18,2,2,3,25,0,7,4,20,5,45
1,19,2,5,3,23,0,4,4,24,5,47
1,1,4,12,5,32,0,19,2,11,3,20
2,7,3,10,5,26,0,1,1,9,4,16
2,20,3,7,4,23,0,4,1,3,5,30
1,4,3,24,4,9,0,20,2,5,5,33
0,14,3,19,4,11,1,5,2,6,5,30
1,15,2,14,3,16,0,1,4,29,5,45
0,17,1,14,2,15,3,31,4,29,5,60
0,15,2,15,3,18,1,3,4,18,5,36
0,1,1,23,2,20,3,24,4,43,5,67
0,8,3,12,5,19,1,4,2,3,4,7
0,13,2,6,3,31,1,18,4,24,5,55
0,19,1,1,2,24,3,20,4,25,5,45
1,8,3,24,4,13,0,16,2,5,5,37
0,5,2,21,3,18,1,13,4,34,5,52
1,2,3,6,5,32,0,4,2,24,4,26
1,1,2,13,5,27,0,12,3,13,4,14
2,2,4,9,5,37,0,21,1,7,3,28
0,12,1,10,4,18,2,8,3,22,5,40
1,19,2,3,3,25,0,6,4,22,5,47
0,20,1,24,2,2,3,44,4,26,5,70
1,1,3,16,5,31,0,15,2,14,4,15
1,10,3,15,4,18,0,5,2,8,5,33
0,9,3,10,5,30,1,1,2,19,4,20
1,2,2,17,3,20,0,18,4,19,5,39
0,10,2,15,3,21,1,11,4,26,5,47
0,6,3,8,5,25,1,2,2,15,4,17
0,19,1,2,2,21,3,21,4,23,5,44
0,21,1,6,4,21,2,15,3,27,5,48
0,15,1,15,2,18,3,30,4,33,5,63
0,15,2,4,3,27,1,12,4,16,5,43
0,15,1,4,5,28,2,5,3,19,4,9
2,13,3,16,4,15,0,14,1,2,5,31
1,6,3,25,4,8,0,19,2,2,5,33
1,9,2,19,3,23,0,14,4,28,5,51
0,9,1,17,2,22,3,26,4,39,5,65
0,2,1,16,2,24,3,18,4,40,5,58
0,10,2,10,4,31,1,21,3,31,5,62
1,9,3,11,5,24,0,2,2,4,4,13
0,13,1,7,4,30,2,23,3,20,5,50
1,5,3,10,5,37,0,5,2,22,4,27
0,12,1,24,2,10,3,36,4,34,5,70
0,18,4,7,5,29,1,4,2,3,3,22
1,6,2,9,3,24,0,18,4,15,5,39
0,6,2,23,3,17,1,11,4,34,5,51
0,9,1,21,2,18,3,30,4,39,5,69
0,16,2,4,4,19,1,15,3,31,5,50
0,7,3,15,5,31,1,8,2,8,4,16
1,10,2,1,3,28,0,18,4,11,5,39
1,8,2,8,5,31,0,7,3,15,4,16
0,21,2,8,4,10,1,2,3,23,5,33
1,10,2,8,3,27,0,17,4,18,5,45
0,15,2,7,4,29,1,22,3,37,5,66
0,4,3,20,4,22,1,16,2,6,5,42
0,22,1,10,2,14,3,32,4,24,5,56
0,16,1,4,4,28,2,24,3,20,5,48
0,9,1,6,5,24,2,3,3,15,4,9
0,9,3,13,4,18,1,4,2,14,5,31
0,6,1,23,2,19,3,29,4,42,5,71
1,5,4,8,5,24,0,11,2,3,3,16
0,6,3,13,4,29,1,7,2,22,5,42
0,16,2,6,4,29,1,23,3,39,5,68
1,2,4,11,5,30,0,17,2,9,3,19
2,1,4,9,5,24,0,7,1,8,3,15
0,8,3,23,4,21,1,15,2,6,5,44
0,17,1,8,2,17,3,25,4,25,5,50
0,1,1,23,2,21,3,24,4,44,5,68
2,5,3,22,4,22,0,5,1,17,5,44
1,8,4,14,5,30,0,8,2,6,3,16
0,1,1,13,4,37,2,24,3,14,5,51
0,5,3,11,5,36,1,6,2,19,4,25
0,14,1,12,2,17,3,26,4,29,5,55
0,9,3,19,4,17,1,10,2,7,5,36
0,12,2,18,3,17,1,5,4,23,5,40
0,3,2,16,3,26,1,23,4,39,5,65
0,11,2,7,3,29,1,18,4,25,5,54
1,3,4,12,5,33,0,18,2,9,3,21
1,11,3,18,4,23,0,7,2,12,5,41
0,24,2,1,4,23,1,22,3,46,5,69
0,17,2,3,3,31,1,14,4,17,5,48
1,17,2,7,3,26,0,9,4,24,5,50
0,7,2,14,3,24,1,17,4,31,5,55
0,4,2,15,4,25,1,10,3,14,5,39
1,9,3,31,4,14,0,22,2,5,5,45
2,13,3,8,4,16,0,5,1,3,5,24
0,15,2,2,3,28,1,13,4,15,5,43
2,17,3,9,4,21,0,5,1,4,5,30
0,2,3,23,4,28,1,21,2,7,5,51
1,13,3,19,4,22,0,6,2,9,5,41
0,13,1,2,5,27,2,10,3,15,4,12
0,11,2,19,4,22,1,3,3,14,5,36
0,3,3,13,5,24,1,10,2,1,4,11
0,1,4,17,5,29,1,11,2,6,3,12
0,8,2,20,3,19,1,11,4,31,5,50
0,5,2,13,4,30,1,17,3,22,5,52
2,9,3,26,4,14,0,21,1,5,5,40
1,7,2,8,3,29,0,22,4,15,5,44
0,7,3,23,4,23,1,16,2,7,5,46
1,5,2,6,5,35,0,19,3,24,4,11
0,22,2,5,4,21,1,16,3,38,5,59
1,7,2,7,5,38,0,17,3,24,4,14
2,2,3,27,4,18,0,11,1,16,5,45
0,6,3,20,4,21,1,14,2,7,5,41
0,6,2,24,3,13,1,7,4,31,5,44
0,20,1,14,4,15,2,1,3,34,5,49
1,5,3,18,4,29,0,13,2,24,5,47
0,7,3,11,5,26,1,4,2,11,4,15
0,13,1,5,4,25,2,20,3,18,5,43
1,10,2,9,3,27,0,17,4,19,5,46
2,6,4,11,5,30,0,14,1,5,3,19
0,5,3,17,4,19,1,12,2,7,5,36
0,4,3,12,5,30,1,8,2,10,4,18
0,23,2,7,4,22,1,15,3,38,5,60
0,10,2,15,4,19,1,4,3,14,5,33
2,14,3,8,4,19,0,3,1,5,5,27
0,4,2,21,4,23,1,2,3,6,5,29
1,11,2,8,5,31,0,1,3,12,4,19
1,7,2,13,3,26,0,19,4,20,5,46
0,14,1,15,2,16,3,29,4,31,5,60
0,10,2,17,4,21,1,4,3,14,5,35
0,10,1,17,2,22,3,27,4,39,5,66
0,5,1,16,4,28,2,12,3,21,5,49
0,1,2,15,4,36,1,21,3,22,5,58
0,22,1,18,2,7,3,40,4,25,5,65
1,9,2,1,5,38,0,19,3,28,4,10
0,5,4,20,5,28,1,3,2,17,3,8
1,2,2,6,5,34,0,24,3,26,4,8
0,6,1,13,4,24,2,11,3,19,5,43
2,9,3,14,4,18,0,5,1,9,5,32
2,2,3,25,4,16,0,11,1,14,5,41
0,20,2,7,4,17,1,10,3,30,5,47
0,23,1,6,2,18,3,29,4,24,5,53
0,1,3,22,4,28,1,21,2,7,5,50
0,10,4,14,5,31,1,7,2,7,3,17
0,7,1,20,2,16,3,27,4,36,5,63
0,4,2,18,4,30,1,12,3,16,5,46
0,20,1,5,2,20,3,25,4,25,5,50
0,2,2,17,3,26,1,24,4,41,5,67
0,1,3,11,5,32,1,10,2,11,4,21
1,5,2,1,5,34,0,23,3,28,4,6
0,1,3,14,4,36,1,13,2,23,5,50
1,7,3,15,5,25,0,8,2,3,4,10
1,10,3,17,4,21,0,7,2,11,5,38
0,8,2,21,3,12,1,4,4,25,5,37
0,7,1,2,5,33,2,22,3,9,4,24
0,11,2,6,4,27,1,21,3,32,5,59
0,12,1,20,2,15,3,32,4,35,5,67
1,5,4,20,5,31,0,6,2,15,3,11
2,3,3,29,4,11,0,21,1,8,5,40
2,8,3,12,4,17,0,3,1,9,5,29
1,4,2,12,3,24,0,20,4,16,5,40
2,1,3,35,4,15,0,21,1,14,5,50
0,20,1,16,2,11,3,36,4,27,5,63
1,6,2,1,5,33,0,20,3,26,4,7
0,14,1,10,2,23,3,24,4,33,5,57
1,8,2,13,3,21,0,13,4,21,5,42
0,8,2,22,3,17,1,9,4,31,5,48
0,22,2,12,4,14,1,2,3,24,5,38
1,6,3,10,4,26,0,4,2,20,5,36
0,14,1,7,2,24,3,21,4,31,5,52
